"Name","Price","Image"
"ΜΙΚΡΕΣ ΦΑΡΜΕΣ ΤΟΥ ΒΟΥΝΟΥ 
                                ΜΙΚΡΕΣ ΦΑΡΜΕΣ ΤΟΥ ΒΟΥΝΟΥ Μπιφτέκια Παραδοσιακά Σπιτικά  ΚΤΨ 500gr","2,99 €","https://www.market-in.gr/Images/Products/89028242_1.jpg"
